,transform
0,0.040282487869262695
1,0.0805213451385498
2,0.08074116706848145
3,0.06040048599243164
4,0.08053469657897949
5,0.06039619445800781
6,0.10069680213928223
7,0.08046674728393555
8,0.06036496162414551
9,0.040307044982910156
10,0.08054137229919434
11,0.0
12,0.08051657676696777
13,0.08048176765441895
14,0.04033541679382324
15,0.020120859146118164
16,0.020124197006225586
17,0.0
18,0.08058667182922363
19,0.0806431770324707
20,0.10225129127502441
21,0.020112276077270508
22,0.0
23,0.0
24,0.08084821701049805
25,0.08100104331970215
26,0.020123720169067383
27,0.08054804801940918
28,0.06036829948425293
29,0.08053278923034668
30,0.04024767875671387
31,0.0
32,0.04027223587036133
33,0.040276288986206055
34,0.060327768325805664
35,0.040265560150146484
36,0.08070111274719238
37,0.08069133758544922
38,0.060370683670043945
39,0.08046698570251465
40,0.0805356502532959
41,0.0
42,0.08052301406860352
43,0.08053469657897949
44,0.0
45,0.020158052444458008
46,0.08053159713745117
47,0.040238142013549805
48,0.08057284355163574
49,0.08065557479858398
50,0.060411930084228516
51,0.020122051239013672
52,0.0
53,0.10067224502563477
54,0.08059144020080566
55,0.08050084114074707
56,0.06032681465148926
57,0.0
58,0.021951675415039062
59,0.10103559494018555
60,0.0
61,0.08051848411560059
62,0.06043219566345215
63,0.0
64,0.0
65,0.08047318458557129
66,0.02012157440185547
67,0.0805048942565918
68,0.020160436630249023
69,0.06037449836730957
70,0.020120859146118164
71,0.020125150680541992
72,0.020152568817138672
73,0.10069489479064941
74,0.10067415237426758
75,0.08048105239868164
76,0.08051514625549316
77,0.08049464225769043
78,0.10065340995788574
79,0.06039714813232422
80,0.06035804748535156
81,0.08054995536804199
82,0.040323734283447266
83,0.0
84,0.08075380325317383
85,0.08048009872436523
86,0.08047795295715332
87,0.08047938346862793
88,0.0
89,0.0605626106262207
90,0.08114361763000488
91,0.10059046745300293
92,0.020121335983276367
93,0.08053135871887207
94,0.08044672012329102
95,0.08053708076477051
96,0.0201263427734375
97,0.0805199146270752
98,0.020164012908935547
99,0.060434818267822266
100,0.08047890663146973
101,0.08049464225769043
102,0.0
103,0.0
104,0.02008962631225586
105,0.08053755760192871
106,0.10061192512512207
107,0.06036782264709473
108,0.020125150680541992
109,0.06035304069519043
110,0.10067415237426758
111,0.10065412521362305
112,0.02013230323791504
113,0.0201265811920166
114,0.12076115608215332
115,0.04023027420043945
116,0.06038641929626465
117,0.10057902336120605
118,0.08055830001831055
119,0.040244102478027344
120,0.10236096382141113
121,0.020129919052124023
122,0.08076834678649902
123,0.0
124,0.1006312370300293
125,0.08051562309265137
126,0.10063767433166504
127,0.12078070640563965
128,0.0
129,0.02012181282043457
130,0.02012181282043457
131,0.0
132,0.02012157440185547
133,0.040285587310791016
134,0.10065221786499023
135,0.06037616729736328
136,0.020119190216064453
137,0.08054018020629883
138,0.0805048942565918
139,0.0
140,0.0
141,0.0
142,0.08050894737243652
143,0.08053851127624512
144,0.08054971694946289
145,0.06041121482849121
146,0.08049678802490234
147,0.08052945137023926
148,0.0805819034576416
149,0.08052206039428711
150,0.08050036430358887
151,0.06071877479553223
152,0.0819547176361084
153,0.06039619445800781
154,0.08049583435058594
155,0.0402524471282959
156,0.08057165145874023
157,0.08050060272216797
158,0.06049466133117676
159,0.08051896095275879
160,0.06027984619140625
161,0.0
162,0.08062911033630371
163,0.06036853790283203
164,0.08049798011779785
165,0.06038713455200195
166,0.08049511909484863
167,0.060433387756347656
168,0.0
169,0.08052587509155273
170,0.060396432876586914
171,0.10059452056884766
172,0.06036567687988281
173,0.060401201248168945
174,0.08055806159973145
175,0.10069131851196289
176,0.08050894737243652
177,0.0
178,0.08052802085876465
179,0.06077980995178223
180,0.0
181,0.060338497161865234
182,0.08051586151123047
183,0.08049726486206055
184,0.08048653602600098
185,0.020123720169067383
186,0.08054542541503906
187,0.08053469657897949
188,0.10069966316223145
189,0.10061097145080566
190,0.08050775527954102
191,0.08055233955383301
192,0.06040668487548828
193,0.0
194,0.12081050872802734
195,0.1006920337677002
196,0.0
197,0.0
198,0.08053708076477051
199,0.0
200,0.10064959526062012
201,0.06036996841430664
202,0.08048582077026367
203,0.020122051239013672
204,0.10069918632507324
205,0.10075783729553223
206,0.08053898811340332
207,0.08050227165222168
208,0.04151201248168945
209,0.0
210,0.020127058029174805
211,0.08061623573303223
212,0.10121560096740723
213,0.06142067909240723
214,0.04026675224304199
215,0.060361623764038086
216,0.02013707160949707
217,0.06103992462158203
218,0.020121335983276367
219,0.10070586204528809
220,0.10160040855407715
221,0.0
222,0.06038236618041992
223,0.0
224,0.08049917221069336
225,0.10060620307922363
226,0.08055806159973145
227,0.04027843475341797
228,0.08050107955932617
229,0.08052682876586914
230,0.10064554214477539
231,0.08051276206970215
232,0.0
233,0.08055734634399414
234,0.06039929389953613
235,0.020130157470703125
236,0.10066890716552734
237,0.02011728286743164
238,0.0
239,0.0
240,0.10060954093933105
241,0.020117998123168945
242,0.10053420066833496
243,0.020111799240112305
244,0.020238637924194336
245,0.08048462867736816
246,0.0
247,0.020121097564697266
248,0.06199336051940918
249,0.040252685546875
250,0.08112215995788574
251,0.02012944221496582
252,0.020134687423706055
253,0.060848236083984375
254,0.020177125930786133
255,0.020123958587646484
256,0.04033517837524414
257,0.02012181282043457
258,0.06041431427001953
259,0.02012014389038086
260,0.020123720169067383
261,0.06035494804382324
262,0.0
263,0.04025149345397949
264,0.0
265,0.020121335983276367
266,0.02011847496032715
267,0.10060477256774902
268,0.10061120986938477
269,0.06041359901428223
270,0.08052444458007812
271,0.10066509246826172
272,0.08048057556152344
273,0.08049559593200684
274,0.08053469657897949
275,0.08052873611450195
276,0.10068535804748535
277,0.08054709434509277
278,0.06041431427001953
279,0.020113229751586914
280,0.08055639266967773
281,0.100677490234375
282,0.020121335983276367
283,0.12079215049743652
284,0.040366411209106445
285,0.060369253158569336
286,0.0603632926940918
287,0.04147791862487793
288,0.020114421844482422
289,0.10060310363769531
290,0.0
291,0.02011728286743164
292,0.08053350448608398
293,0.06037092208862305
294,0.04024362564086914
295,0.020140647888183594
296,0.10074234008789062
297,0.04024529457092285
298,0.08051180839538574
299,0.08059215545654297
300,0.1006462574005127
301,0.1006174087524414
302,0.06041216850280762
303,0.06037330627441406
304,0.10060596466064453
305,0.04030466079711914
306,0.0
307,0.020124197006225586
308,0.10063910484313965
309,0.060364484786987305
310,0.04030609130859375
311,0.04024529457092285
312,0.04024505615234375
313,0.04024815559387207
314,0.08056378364562988
315,0.04024505615234375
316,0.04032731056213379
317,0.04025912284851074
318,0.020119190216064453
319,0.10065555572509766
320,0.1005246639251709
321,0.040274858474731445
322,0.06026339530944824
323,0.020134925842285156
324,0.10061979293823242
325,0.020123004913330078
326,0.04024219512939453
327,0.060422420501708984
328,0.08056950569152832
329,0.0603795051574707
330,0.0201418399810791
331,0.10063385963439941
332,0.0
333,0.0
334,0.04028749465942383
335,0.02011895179748535
336,0.10070133209228516
337,0.04025006294250488
338,0.04028463363647461
339,0.060376644134521484
340,0.1006321907043457
341,0.0
342,0.0
343,0.060399532318115234
344,0.0
345,0.04114198684692383
346,0.040241241455078125
347,0.020122051239013672
348,0.040193796157836914
349,0.020133018493652344
350,0.020480632781982422
351,0.06037592887878418
352,0.08059930801391602
353,0.0
354,0.02016282081604004
355,0.020177364349365234
356,0.04026293754577637
357,0.0
358,0.020122766494750977
359,0.08054828643798828
360,0.02013397216796875
361,0.08049893379211426
362,0.10067176818847656
363,0.10067033767700195
364,0.12079954147338867
365,0.08054566383361816
366,0.08054709434509277
367,0.020118236541748047
368,0.040250301361083984
369,0.020119428634643555
370,0.060318708419799805
371,0.0402827262878418
372,0.06035280227661133
373,0.020119190216064453
374,0.06043124198913574
375,0.06036376953125
376,0.06046462059020996
377,0.060375213623046875
378,0.0403900146484375
379,0.02012181282043457
380,0.040233612060546875
381,0.06038069725036621
382,0.06043577194213867
383,0.04119682312011719
384,0.10088276863098145
385,0.020140886306762695
386,0.04033613204956055
387,0.10062646865844727
388,0.0
389,0.040242671966552734
390,0.0
391,0.020120620727539062
392,0.10065078735351562
393,0.10071444511413574
394,0.04023480415344238
395,0.08057570457458496
396,0.12078452110290527
397,0.04024481773376465
398,0.04025530815124512
399,0.04024481773376465
400,0.04031825065612793
401,0.02013087272644043
402,0.0
403,0.06035804748535156
404,0.040255069732666016
405,0.060391902923583984
406,0.08057522773742676
407,0.0
408,0.020134687423706055
409,0.04026150703430176
410,0.04024481773376465
411,0.020155906677246094
412,0.06036972999572754
413,0.020124197006225586
414,0.02012348175048828
415,0.02011871337890625
416,0.020128488540649414
417,0.10066747665405273
418,0.08156919479370117
419,0.06072545051574707
420,0.08051824569702148
421,0.06038331985473633
422,0.0
423,0.0403134822845459
424,0.040246009826660156
425,0.020121335983276367
426,0.0603640079498291
427,0.04027509689331055
428,0.06043553352355957
429,0.11829590797424316
430,0.1392350196838379
431,0.04024028778076172
432,0.02012157440185547
433,0.04024791717529297
434,0.09004664421081543
435,0.08052444458007812
436,0.02013111114501953
437,0.139024019241333
438,0.020127296447753906
439,0.0
440,0.06040453910827637
441,0.020117521286010742
442,0.11973857879638672
443,0.0
444,0.0
445,0.04027581214904785
446,0.020207643508911133
447,0.14026379585266113
448,0.020134687423706055
449,0.02012181282043457
450,0.06037330627441406
451,0.04025125503540039
452,0.04033684730529785
453,0.08051776885986328
454,0.13050031661987305
455,0.020128726959228516
456,0.0805063247680664
457,0.02012038230895996
458,0.06956911087036133
459,0.040332794189453125
460,0.04025840759277344
461,0.0598599910736084
462,0.0
463,0.07910799980163574
464,0.04025578498840332
465,0.060364484786987305
466,0.040242671966552734
467,0.04025888442993164
468,0.0
469,0.060381174087524414
470,0.020120859146118164
471,0.08047032356262207
472,0.08084392547607422
473,0.020122289657592773
474,0.040280818939208984
475,0.04029393196105957
476,0.0866849422454834
477,0.04030442237854004
478,0.08052706718444824
479,0.020116567611694336
480,0.06040310859680176
481,0.020136594772338867
482,0.020129680633544922
483,0.040427207946777344
484,0.06043839454650879
485,0.08332943916320801
486,0.04029679298400879
487,0.020128250122070312
488,0.08003950119018555
489,0.020119667053222656
490,0.04030108451843262
491,0.06424236297607422
492,0.09114623069763184
493,0.020128726959228516
494,0.040238142013549805
495,0.04025602340698242
496,0.02013111114501953
497,0.08055377006530762
498,0.0201261043548584
499,0.040871381759643555
500,0.040262460708618164
501,0.0
502,0.0633387565612793
503,0.0
504,0.0712893009185791
505,0.0
506,0.020123958587646484
507,0.04023909568786621
508,0.020128250122070312
509,0.02012801170349121
510,0.0618283748626709
511,0.09129834175109863
512,0.07515382766723633
513,0.020130395889282227
514,0.020178556442260742
515,0.13020753860473633
516,0.08550310134887695
517,0.08053708076477051
518,0.020121335983276367
519,0.08996772766113281
520,0.02012944221496582
521,0.05872845649719238
522,0.040253400802612305
523,0.08051753044128418
524,0.0
525,0.08052730560302734
526,0.0
527,0.04028797149658203
528,0.020141124725341797
529,0.11149024963378906
530,0.1313343048095703
531,0.07164311408996582
532,0.04024171829223633
533,0.04025435447692871
534,0.04027962684631348
535,0.020131587982177734
536,0.052367210388183594
537,0.0
538,0.1100621223449707
539,0.0
540,0.06046342849731445
541,0.020122528076171875
542,0.0
543,0.05484628677368164
544,0.060389041900634766
545,0.09827828407287598
546,0.04026365280151367
547,0.11226320266723633
548,0.08444356918334961
549,0.040306806564331055
550,0.08366680145263672
551,0.08722829818725586
552,0.09901690483093262
553,0.06035971641540527
554,0.020145654678344727
555,0.07594823837280273
556,0.08118605613708496
557,0.020121335983276367
558,0.11479926109313965
559,0.04015302658081055
560,0.060411930084228516
561,0.04025626182556152
562,0.10119962692260742
563,0.05851149559020996
564,0.07869696617126465
565,0.06391072273254395
566,0.09383106231689453
567,0.06244039535522461
568,0.08057785034179688
569,0.0
570,0.06038403511047363
571,0.08069348335266113
572,0.09822440147399902
573,0.0809023380279541
574,0.10663604736328125
575,0.0201265811920166
576,0.14767909049987793
577,0.020127296447753906
578,0.0
579,0.08715438842773438
580,0.0915529727935791
581,0.10633111000061035
582,0.0
583,0.12635111808776855
584,0.040257930755615234
585,0.0
586,0.0
587,0.1184995174407959
588,0.060385704040527344
589,0.020128726959228516
590,0.10229730606079102
591,0.11504459381103516
592,0.04026627540588379
593,0.04031705856323242
594,0.09292984008789062
595,0.020121335983276367
596,0.06041359901428223
597,0.09810853004455566
598,0.0
599,0.060332298278808594
600,0.020181655883789062
601,0.05405902862548828
602,0.06228065490722656
603,0.04024982452392578
604,0.02012157440185547
605,0.08048558235168457
606,0.09931206703186035
607,0.04024863243103027
608,0.10929012298583984
609,0.10764241218566895
610,0.10083818435668945
611,0.1011807918548584
612,0.06038308143615723
613,0.05956268310546875
614,0.020163297653198242
615,0.09982657432556152
616,0.020120620727539062
617,0.060376644134521484
618,0.08274316787719727
619,0.07388591766357422
620,0.08225679397583008
621,0.09462189674377441
622,0.02013707160949707
623,0.060379743576049805
624,0.11905431747436523
625,0.060376882553100586
626,0.020119190216064453
627,0.04024457931518555
628,0.05582141876220703
