,mapOptization
494,0.14090991020202637
495,0.14090991020202637
496,0.161116361618042
497,0.161116361618042
498,0.1812422275543213
499,0.1812422275543213
500,0.2013697624206543
501,0.2013697624206543
502,0.22149229049682617
503,0.22149229049682617
504,0.24159479141235352
505,0.24159479141235352
506,0.2617354393005371
507,0.2617354393005371
508,0.2818601131439209
509,0.2818601131439209
510,0.3020009994506836
511,0.3020009994506836
512,0.3221874237060547
513,0.3221874237060547
514,0.34230780601501465
515,0.34230780601501465
516,0.3625144958496094
517,0.3625144958496094
518,0.3827354907989502
519,0.3827354907989502
520,0.40302491188049316
521,0.40302491188049316
522,0.10073280334472656
523,0.10073280334472656
524,0.12085342407226562
525,0.12085342407226562
526,0.14098072052001953
527,0.14098072052001953
528,0.1611614227294922
529,0.1611614227294922
530,0.181884765625
531,0.181884765625
532,0.20200634002685547
533,0.20200634002685547
534,0.22212862968444824
535,0.22212862968444824
536,0.24225163459777832
537,0.24225163459777832
538,0.26240968704223633
539,0.26240968704223633
540,0.2825906276702881
541,0.2825906276702881
542,0.302722692489624
543,0.302722692489624
544,0.32292938232421875
545,0.32292938232421875
546,0.3431243896484375
547,0.3431243896484375
548,0.36325502395629883
549,0.36325502395629883
550,0.10060310363769531
551,0.10060310363769531
552,0.12074446678161621
553,0.12074446678161621
554,0.1408677101135254
555,0.1408677101135254
556,0.16100025177001953
557,0.16100025177001953
558,0.1811227798461914
559,0.1811227798461914
560,0.20126056671142578
561,0.20126056671142578
562,0.22144269943237305
563,0.22144269943237305
564,0.24156928062438965
565,0.24156928062438965
566,0.26169800758361816
567,0.26169800758361816
568,0.28182005882263184
569,0.28182005882263184
570,0.30197572708129883
571,0.30197572708129883
572,0.32213282585144043
573,0.32213282585144043
574,0.3422675132751465
575,0.3422675132751465
576,0.3624269962310791
577,0.3624269962310791
578,0.10146450996398926
579,0.10146450996398926
580,0.12275862693786621
581,0.12275862693786621
582,0.14292287826538086
583,0.14292287826538086
584,0.16304898262023926
585,0.16304898262023926
586,0.18318867683410645
587,0.18318867683410645
588,0.2033543586730957
589,0.2033543586730957
590,0.2234787940979004
591,0.2234787940979004
592,0.243607759475708
593,0.243607759475708
594,0.2637326717376709
595,0.2637326717376709
596,0.2838737964630127
597,0.2838737964630127
598,0.30401015281677246
599,0.30401015281677246
600,0.3241243362426758
601,0.3241243362426758
602,0.3442525863647461
603,0.3442525863647461
604,0.36438488960266113
605,0.36438488960266113
606,0.38452649116516113
607,0.38452649116516113
608,0.4046781063079834
609,0.4046781063079834
610,0.08048892021179199
611,0.08048892021179199
612,0.1006462574005127
613,0.1006462574005127
614,0.12076902389526367
615,0.12076902389526367
616,0.14088988304138184
617,0.14088988304138184
618,0.1610088348388672
619,0.1610088348388672
620,0.18113136291503906
621,0.18113136291503906
622,0.20126104354858398
623,0.20126104354858398
624,0.22138333320617676
625,0.22138333320617676
626,0.24150490760803223
627,0.24150490760803223
628,0.2616279125213623
629,0.2616279125213623
630,0.2817513942718506
631,0.2817513942718506
632,0.30222320556640625
633,0.30222320556640625
634,0.3223598003387451
635,0.3223598003387451
636,0.3424804210662842
637,0.3424804210662842
638,0.3626279830932617
639,0.3626279830932617
640,0.3827550411224365
641,0.3827550411224365
642,0.06045937538146973
643,0.06045937538146973
644,0.08062028884887695
645,0.08062028884887695
646,0.1007537841796875
647,0.1007537841796875
648,0.12088561058044434
649,0.12088561058044434
650,0.14106488227844238
651,0.14106488227844238
652,0.16122913360595703
653,0.16122913360595703
654,0.1813640594482422
655,0.1813640594482422
656,0.20159316062927246
657,0.20159316062927246
658,0.22174859046936035
659,0.22174859046936035
660,0.2419290542602539
661,0.2419290542602539
662,0.2620875835418701
663,0.2620875835418701
664,0.28241467475891113
665,0.28241467475891113
666,0.30246591567993164
667,0.30246591567993164
668,0.3225843906402588
669,0.3225843906402588
670,0.34277772903442383
671,0.34277772903442383
672,0.36290621757507324
673,0.36290621757507324
674,0.0603947639465332
675,0.0603947639465332
676,0.08051443099975586
677,0.08051443099975586
678,0.10064435005187988
679,0.10064435005187988
680,0.12179946899414062
681,0.12179946899414062
682,0.14192652702331543
683,0.14192652702331543
684,0.16224980354309082
685,0.16224980354309082
686,0.18240809440612793
687,0.18240809440612793
688,0.20256614685058594
689,0.20256614685058594
690,0.22269845008850098
691,0.22269845008850098
692,0.24282121658325195
693,0.24282121658325195
694,0.26294469833374023
695,0.26294469833374023
696,0.28307199478149414
697,0.28307199478149414
698,0.30314087867736816
699,0.30314087867736816
700,0.3232748508453369
701,0.3232748508453369
702,0.34346866607666016
703,0.34346866607666016
704,0.363598108291626
705,0.363598108291626
706,0.3837273120880127
707,0.3837273120880127
708,0.08208322525024414
709,0.08208322525024414
710,0.10223245620727539
711,0.10223245620727539
712,0.12236166000366211
713,0.12236166000366211
714,0.14250516891479492
715,0.14250516891479492
716,0.1626434326171875
717,0.1626434326171875
718,0.18277192115783691
719,0.18277192115783691
720,0.20291638374328613
721,0.20291638374328613
722,0.22306180000305176
723,0.22306180000305176
724,0.24322104454040527
725,0.24322104454040527
726,0.2633485794067383
727,0.2633485794067383
728,0.28351426124572754
729,0.28351426124572754
730,0.3036613464355469
731,0.3036613464355469
732,0.3237752914428711
733,0.3237752914428711
734,0.3439342975616455
735,0.3439342975616455
736,0.3640756607055664
737,0.3640756607055664
738,0.38420557975769043
739,0.38420557975769043
740,0.12081289291381836
741,0.12081289291381836
742,0.14093613624572754
743,0.14093613624572754
744,0.16106081008911133
745,0.16106081008911133
746,0.18120217323303223
747,0.18120217323303223
748,0.20132708549499512
749,0.20132708549499512
750,0.2214503288269043
751,0.2214503288269043
752,0.24159526824951172
753,0.24159526824951172
754,0.26172804832458496
755,0.26172804832458496
756,0.2818446159362793
757,0.2818446159362793
758,0.3019587993621826
759,0.3019587993621826
760,0.3220970630645752
761,0.3220970630645752
762,0.3422243595123291
763,0.3422243595123291
764,0.36235547065734863
765,0.36235547065734863
766,0.38248300552368164
767,0.38248300552368164
768,0.08049297332763672
769,0.08049297332763672
770,0.1006171703338623
771,0.1006171703338623
772,0.12074136734008789
773,0.12074136734008789
774,0.14086246490478516
775,0.14086246490478516
776,0.16101646423339844
777,0.16101646423339844
778,0.1811542510986328
779,0.1811542510986328
780,0.2012805938720703
781,0.2012805938720703
782,0.2214038372039795
783,0.2214038372039795
784,0.24154448509216309
785,0.24154448509216309
786,0.26169729232788086
787,0.26169729232788086
788,0.28183436393737793
789,0.28183436393737793
790,0.30196571350097656
791,0.30196571350097656
792,0.3221101760864258
793,0.3221101760864258
794,0.3422377109527588
795,0.3422377109527588
796,0.3623924255371094
797,0.3623924255371094
798,0.3825702667236328
799,0.3825702667236328
800,0.4026963710784912
801,0.4026963710784912
802,0.08053040504455566
803,0.08053040504455566
804,0.10071754455566406
805,0.10071754455566406
806,0.1208946704864502
807,0.1208946704864502
808,0.14101505279541016
809,0.14101505279541016
810,0.16113638877868652
811,0.16113638877868652
812,0.1812748908996582
813,0.1812748908996582
814,0.2014627456665039
815,0.2014627456665039
816,0.22158479690551758
817,0.22158479690551758
818,0.2417454719543457
819,0.2417454719543457
820,0.26187944412231445
821,0.26187944412231445
822,0.28200554847717285
823,0.28200554847717285
824,0.3024611473083496
825,0.3024611473083496
826,0.32262277603149414
827,0.32262277603149414
828,0.34274792671203613
829,0.34274792671203613
830,0.3628804683685303
831,0.3628804683685303
832,0.3830113410949707
833,0.3830113410949707
834,0.06042909622192383
835,0.06042909622192383
836,0.08057761192321777
837,0.08057761192321777
838,0.10070943832397461
839,0.10070943832397461
840,0.12082982063293457
841,0.12082982063293457
842,0.14095091819763184
843,0.14095091819763184
844,0.16107392311096191
845,0.16107392311096191
846,0.18119049072265625
847,0.18119049072265625
848,0.2013258934020996
849,0.2013258934020996
850,0.22151565551757812
851,0.22151565551757812
852,0.24167823791503906
853,0.24167823791503906
854,0.2618086338043213
855,0.2618086338043213
856,0.28199076652526855
857,0.28199076652526855
858,0.30216193199157715
859,0.30216193199157715
860,0.3222804069519043
861,0.3222804069519043
862,0.34240293502807617
863,0.34240293502807617
864,0.3625209331512451
865,0.3625209331512451
866,0.3826479911804199
867,0.3826479911804199
868,0.06039094924926758
869,0.06039094924926758
870,0.08051180839538574
871,0.08051180839538574
872,0.10063910484313965
873,0.10063910484313965
874,0.12076449394226074
875,0.12076449394226074
876,0.14087963104248047
877,0.14087963104248047
878,0.16100573539733887
879,0.16100573539733887
880,0.18114233016967773
881,0.18114233016967773
882,0.20126795768737793
883,0.20126795768737793
884,0.2213900089263916
885,0.2213900089263916
886,0.24152493476867676
887,0.24152493476867676
888,0.2616724967956543
889,0.2616724967956543
890,0.2818338871002197
891,0.2818338871002197
892,0.30200743675231934
893,0.30200743675231934
894,0.3221242427825928
895,0.3221242427825928
896,0.34226298332214355
897,0.34226298332214355
898,0.362443208694458
899,0.362443208694458
900,0.12084698677062988
901,0.12084698677062988
902,0.14092397689819336
903,0.14092397689819336
904,0.16106367111206055
905,0.16106367111206055
906,0.18121838569641113
907,0.18121838569641113
908,0.2013845443725586
909,0.2013845443725586
910,0.22153258323669434
911,0.22153258323669434
912,0.2416667938232422
913,0.2416667938232422
914,0.26178646087646484
915,0.26178646087646484
916,0.28191089630126953
917,0.28191089630126953
918,0.3020503520965576
919,0.3020503520965576
920,0.3221931457519531
921,0.3221931457519531
922,0.34232473373413086
923,0.34232473373413086
924,0.36246824264526367
925,0.36246824264526367
926,0.3825995922088623
927,0.3825995922088623
928,0.4027400016784668
929,0.4027400016784668
930,0.06042313575744629
931,0.06042313575744629
932,0.08054566383361816
933,0.08054566383361816
934,0.10067892074584961
935,0.10067892074584961
936,0.12080097198486328
937,0.12080097198486328
938,0.14092469215393066
939,0.14092469215393066
940,0.16104698181152344
941,0.16104698181152344
942,0.1811683177947998
943,0.1811683177947998
944,0.2023613452911377
945,0.2023613452911377
946,0.2224898338317871
947,0.2224898338317871
948,0.2426307201385498
949,0.2426307201385498
950,0.2627537250518799
951,0.2627537250518799
952,0.28290724754333496
953,0.28290724754333496
954,0.3030717372894287
955,0.3030717372894287
956,0.32320070266723633
957,0.32320070266723633
958,0.3433218002319336
959,0.3433218002319336
960,0.3634979724884033
961,0.3634979724884033
962,0.3836216926574707
963,0.3836216926574707
964,0.040244340896606445
965,0.040244340896606445
966,0.06037282943725586
967,0.06037282943725586
968,0.08049368858337402
969,0.08049368858337402
970,0.10061168670654297
971,0.10061168670654297
972,0.12074780464172363
973,0.12074780464172363
974,0.14090919494628906
975,0.14090919494628906
976,0.16108250617980957
977,0.16108250617980957
978,0.18121838569641113
979,0.18121838569641113
980,0.2013072967529297
981,0.2013072967529297
982,0.22152185440063477
983,0.22152185440063477
984,0.24166393280029297
985,0.24166393280029297
986,0.2618098258972168
987,0.2618098258972168
988,0.28197288513183594
989,0.28197288513183594
990,0.3021073341369629
991,0.3021073341369629
992,0.322235107421875
993,0.322235107421875
994,0.342365026473999
995,0.342365026473999
996,0.3624868392944336
997,0.3624868392944336
998,0.3826601505279541
999,0.3826601505279541
1000,0.06039905548095703
1001,0.06039905548095703
1002,0.08052182197570801
1003,0.08052182197570801
1004,0.1006462574005127
1005,0.1006462574005127
1006,0.12077569961547852
1007,0.12077569961547852
1008,0.140899658203125
1009,0.140899658203125
1010,0.16102218627929688
1011,0.16102218627929688
1012,0.18114805221557617
1013,0.18114805221557617
1014,0.20126724243164062
1015,0.20126724243164062
1016,0.22138547897338867
1017,0.22138547897338867
1018,0.24151897430419922
1019,0.24151897430419922
1020,0.26165008544921875
1021,0.26165008544921875
1022,0.28183460235595703
1023,0.28183460235595703
1024,0.3019826412200928
1025,0.3019826412200928
1026,0.3221099376678467
1027,0.3221099376678467
1028,0.34223389625549316
1029,0.34223389625549316
1030,0.3623659610748291
1031,0.3623659610748291
1032,0.3824944496154785
1033,0.3824944496154785
1034,0.12076592445373535
1035,0.12076592445373535
1036,0.14089608192443848
1037,0.14089608192443848
1038,0.16102170944213867
1039,0.16102170944213867
1040,0.18119335174560547
1041,0.18119335174560547
1042,0.2013242244720459
1043,0.2013242244720459
1044,0.22146177291870117
1045,0.22146177291870117
1046,0.24158954620361328
1047,0.24158954620361328
1048,0.2617182731628418
1049,0.2617182731628418
1050,0.28188085556030273
1051,0.28188085556030273
1052,0.3020029067993164
1053,0.3020029067993164
1054,0.3221299648284912
1055,0.3221299648284912
1056,0.34225916862487793
1057,0.34225916862487793
1058,0.3623802661895752
1059,0.3623802661895752
1060,0.38246798515319824
1061,0.38246798515319824
1062,0.08043336868286133
1063,0.08043336868286133
1064,0.10057926177978516
1065,0.10057926177978516
1066,0.12074804306030273
1067,0.12074804306030273
1068,0.14095759391784668
1069,0.14095759391784668
1070,0.16107583045959473
1071,0.16107583045959473
1072,0.18120026588439941
1073,0.18120026588439941
1074,0.20131230354309082
1075,0.20131230354309082
1076,0.22143292427062988
1077,0.22143292427062988
1078,0.24156928062438965
1079,0.24156928062438965
1080,0.2617146968841553
1081,0.2617146968841553
1082,0.2818419933319092
1083,0.2818419933319092
1084,0.3019745349884033
1085,0.3019745349884033
1086,0.3221166133880615
1087,0.3221166133880615
1088,0.3422422409057617
1089,0.3422422409057617
1090,0.36243343353271484
1091,0.36243343353271484
1092,0.3825569152832031
1093,0.3825569152832031
1094,0.12078285217285156
1095,0.12078285217285156
1096,0.14097285270690918
1097,0.14097285270690918
1098,0.16112613677978516
1099,0.16112613677978516
1100,0.18126583099365234
1101,0.18126583099365234
1102,0.20139741897583008
1103,0.20139741897583008
1104,0.2215275764465332
1105,0.2215275764465332
1106,0.24167346954345703
1107,0.24167346954345703
1108,0.2618429660797119
1109,0.2618429660797119
1110,0.2820010185241699
1111,0.2820010185241699
1112,0.3021416664123535
1113,0.3021416664123535
1114,0.3222672939300537
1115,0.3222672939300537
1116,0.34238672256469727
1117,0.34238672256469727
1118,0.36250853538513184
1119,0.36250853538513184
1120,0.3826639652252197
1121,0.3826639652252197
1122,0.1409919261932373
1123,0.1409919261932373
1124,0.16112637519836426
1125,0.16112637519836426
1126,0.18126749992370605
1127,0.18126749992370605
1128,0.20142865180969238
1129,0.20142865180969238
1130,0.22155332565307617
1131,0.22155332565307617
1132,0.24168777465820312
1133,0.24168777465820312
1134,0.26183342933654785
1135,0.26183342933654785
1136,0.28196167945861816
1137,0.28196167945861816
1138,0.30208683013916016
1139,0.30208683013916016
1140,0.322249174118042
1141,0.322249174118042
1142,0.3423776626586914
1143,0.3423776626586914
1144,0.362499475479126
1145,0.362499475479126
1146,0.38263583183288574
1147,0.38263583183288574
1148,0.14082551002502441
1149,0.14082551002502441
1150,0.16094493865966797
1151,0.16094493865966797
1152,0.18112874031066895
1153,0.18112874031066895
1154,0.20126771926879883
1155,0.20126771926879883
1156,0.22138738632202148
1157,0.22138738632202148
1158,0.2415153980255127
1159,0.2415153980255127
1160,0.2616429328918457
1161,0.2616429328918457
1162,0.28179192543029785
1163,0.28179192543029785
1164,0.3019108772277832
1165,0.3019108772277832
1166,0.32204198837280273
1167,0.32204198837280273
1168,0.3421750068664551
1169,0.3421750068664551
1170,0.3623158931732178
1171,0.3623158931732178
1172,0.3824920654296875
1173,0.3824920654296875
1174,0.12073612213134766
1175,0.12073612213134766
1176,0.1408693790435791
1177,0.1408693790435791
1178,0.1610584259033203
1179,0.1610584259033203
1180,0.18118858337402344
1181,0.18118858337402344
1182,0.20127439498901367
1183,0.20127439498901367
1184,0.2214500904083252
1185,0.2214500904083252
1186,0.2415759563446045
1187,0.2415759563446045
1188,0.2617011070251465
1189,0.2617011070251465
1190,0.28183555603027344
1191,0.28183555603027344
1192,0.301957368850708
1193,0.301957368850708
1194,0.32208895683288574
1195,0.32208895683288574
1196,0.3422093391418457
1197,0.3422093391418457
1198,0.3623316287994385
1199,0.3623316287994385
1200,0.382448673248291
1201,0.382448673248291
1202,0.08061933517456055
1203,0.08061933517456055
1204,0.10073542594909668
1205,0.10073542594909668
1206,0.1208641529083252
1207,0.1208641529083252
1208,0.14098882675170898
1209,0.14098882675170898
1210,0.16110849380493164
1211,0.16110849380493164
1212,0.18125677108764648
1213,0.18125677108764648
1214,0.20137691497802734
1215,0.20137691497802734
1216,0.22153711318969727
1217,0.22153711318969727
1218,0.24165606498718262
1219,0.24165606498718262
1220,0.2617795467376709
1221,0.2617795467376709
1222,0.2819046974182129
1223,0.2819046974182129
1224,0.3020205497741699
1225,0.3020205497741699
1226,0.32218170166015625
1227,0.32218170166015625
1228,0.3423008918762207
1229,0.3423008918762207
1230,0.36242246627807617
1231,0.36242246627807617
1232,0.38254213333129883
1233,0.38254213333129883
1234,0.06044363975524902
1235,0.06044363975524902
1236,0.08057832717895508
1237,0.08057832717895508
1238,0.10070180892944336
1239,0.10070180892944336
1240,0.12086009979248047
1241,0.12086009979248047
1242,0.14100337028503418
1243,0.14100337028503418
1244,0.16112446784973145
1245,0.16112446784973145
1246,0.1812608242034912
1247,0.1812608242034912
1248,0.20139861106872559
1249,0.20139861106872559
1250,0.2215871810913086
1251,0.2215871810913086
1252,0.2417459487915039
1253,0.2417459487915039
1254,0.2618696689605713
1255,0.2618696689605713
1256,0.2819950580596924
1257,0.2819950580596924
1258,0.30214834213256836
1259,0.30214834213256836
1260,0.3223280906677246
1261,0.3223280906677246
1262,0.34246301651000977
1263,0.34246301651000977
1264,0.3626401424407959
1265,0.3626401424407959
1266,0.3827667236328125
1267,0.3827667236328125
1268,0.14084911346435547
1269,0.14084911346435547
1270,0.16099810600280762
1271,0.16099810600280762
1272,0.18111872673034668
1273,0.18111872673034668
1274,0.20123696327209473
1275,0.20123696327209473
1276,0.22130584716796875
1277,0.22130584716796875
1278,0.24143242835998535
1279,0.24143242835998535
1280,0.26155567169189453
1281,0.26155567169189453
1282,0.28168344497680664
1283,0.28168344497680664
1284,0.3018369674682617
1285,0.3018369674682617
1286,0.3219568729400635
1287,0.3219568729400635
1288,0.34207749366760254
1289,0.34207749366760254
1290,0.3621954917907715
1291,0.3621954917907715
1292,0.38231492042541504
1293,0.38231492042541504
1294,0.40244626998901367
1295,0.40244626998901367
1296,0.06033492088317871
