,mapOptization
0,0.31299999356269836
1,0.3190000057220459
2,0.3230000138282776
3,0.328000009059906
4,0.33399999141693115
5,0.33799999952316284
6,0.34599998593330383
7,0.3490000069141388
8,0.3529999852180481
9,0.35899999737739563
10,0.36500000953674316
11,0.36800000071525574
12,0.37299999594688416
13,0.3790000081062317
14,0.382999986410141
15,0.3880000114440918
16,0.39399999380111694
17,0.39800000190734863
18,0.40299999713897705
19,0.024000000208616257
20,0.024000000208616257
21,0.03500000014901161
22,0.03500000014901161
23,0.039000000804662704
24,0.04399999976158142
25,0.05000000074505806
26,0.05999999865889549
27,0.05999999865889549
28,0.06499999761581421
29,0.07113070040941238
30,0.07500000298023224
31,0.07900000363588333
32,0.08399999886751175
33,0.09099999815225601
34,0.0949999988079071
35,0.0989999994635582
36,0.10700000077486038
37,0.10899999737739563
38,0.11400000005960464
39,0.11999999731779099
40,0.12399999797344208
41,0.1289999932050705
42,0.13600000739097595
43,0.14100000262260437
44,0.14399999380111694
45,0.1550000011920929
46,0.1550000011920929
47,0.1589999943971634
48,0.164000004529953
49,0.17000000178813934
50,0.17399999499320984
51,0.18000000715255737
52,0.18799999356269836
53,0.19300000369548798
54,0.19499999284744263
55,0.20000000298023224
56,0.20399999618530273
57,0.20900000631809235
58,0.2150000035762787
59,0.21899999678134918
60,0.2240000069141388
61,0.2290000021457672
62,0.23399999737739563
63,0.23899999260902405
64,0.24500000476837158
65,0.25
66,0.2540000081062317
67,0.25999999046325684
68,0.2639999985694885
69,0.26899999380111694
70,0.2759999930858612
71,0.27900001406669617
72,0.2840000092983246
73,0.28999999165534973
74,0.29499998688697815
75,0.3009999990463257
76,0.30399999022483826
77,0.3100000023841858
78,0.3140000104904175
79,0.3190000057220459
80,0.3240000009536743
81,0.32899999618530273
82,0.33500000834465027
83,0.3400000035762787
84,0.3440000116825104
85,0.3490000069141388
86,0.3540000021457672
87,0.36000001430511475
88,0.36500000953674316
89,0.3720000088214874
90,0.37400001287460327
91,0.3799999952316284
92,0.38499999046325684
93,0.3889999985694885
94,0.3941120505332947
95,0.026000000536441803
96,0.026000000536441803
97,0.03251098096370697
98,0.03700000047683716
99,0.041999999433755875
100,0.05700000002980232
101,0.05700000002980232
102,0.06300000101327896
103,0.06700000166893005
104,0.07199999690055847
105,0.07800000160932541
106,0.0820000022649765
107,0.08799999952316284
108,0.10100000351667404
109,0.10100000351667404
110,0.10300000011920929
111,0.1080000028014183
112,0.1120000034570694
113,0.11900000274181366
114,0.12300000339746475
115,0.12700000405311584
116,0.13199999928474426
117,0.13699999451637268
118,0.1420000046491623
119,0.14800000190734863
120,0.1532849669456482
121,0.15800000727176666
122,0.16200000047683716
123,0.1679999977350235
124,0.17339545488357544
125,0.1770000010728836
126,0.18199999630451202
127,0.18700000643730164
128,0.19200000166893005
129,0.19900000095367432
130,0.20200000703334808
131,0.2070000022649765
132,0.21299999952316284
133,0.21799999475479126
134,0.22200000286102295
135,0.2290000021457672
136,0.2329999953508377
137,0.2370000034570694
138,0.24199999868869781
139,0.29100000858306885
140,0.29100000858306885
141,0.29600000381469727
142,0.3009999990463257
143,0.3059999942779541
144,0.3109999895095825
145,0.3179999887943268
146,0.32100000977516174
147,0.32600000500679016
148,0.3330000042915344
149,0.3370000123977661
150,0.3795889914035797
151,0.3795889914035797
152,0.38600000739097595
153,0.38999998569488525
154,0.3970000147819519
155,0.4009999930858612
156,0.4050000011920929
157,0.4099999964237213
158,0.039000000804662704
159,0.039000000804662704
160,0.04600000008940697
161,0.050999999046325684
162,0.05400000140070915
163,0.05323276296257973
164,0.05900000035762787
165,0.06400000303983688
166,0.07000000029802322
167,0.07400000095367432
168,0.07999999821186066
169,0.08500000089406967
170,0.08900000154972076
171,0.093468576669693
172,0.10000000149011612
173,0.10499999672174454
174,0.10999999940395355
175,0.11400000005960464
176,0.11900000274181366
177,0.125
178,0.14399999380111694
179,0.14399999380111694
180,0.17000000178813934
181,0.17000000178813934
182,0.1889999955892563
183,0.1889999955892563
184,0.19499999284744263
185,0.20000000298023224
186,0.20499999821186066
187,0.20900000631809235
188,0.2150000035762787
189,0.2199999988079071
190,0.2240000069141388
191,0.23000000417232513
192,0.23399999737739563
193,0.23899999260902405
194,0.24500000476837158
195,0.25
196,0.2540000081062317
197,0.26100000739097595
198,0.26499998569488525
199,0.26899999380111694
200,0.2750000059604645
201,0.27900001406669617
202,0.2840000092983246
203,0.28999999165534973
204,0.29499998688697815
205,0.29899999499320984
206,0.3050000071525574
207,0.3100000023841858
208,0.3140000104904175
209,0.3199999928474426
210,0.32499998807907104
211,0.32899999618530273
212,0.33500000834465027
213,0.33899998664855957
214,0.3440000116825104
215,0.3490000069141388
216,0.3569999933242798
217,0.36000001430511475
218,0.36500000953674316
219,0.36899998784065247
220,0.028999999165534973
221,0.028999999165534973
222,0.03400000184774399
223,0.03999999910593033
224,0.04399999976158142
225,0.04899999871850014
226,0.054999999701976776
227,0.05999999865889549
228,0.06400000303983688
229,0.07100000232458115
230,0.07500000298023224
231,0.07900000363588333
232,0.08500000089406967
233,0.09000000357627869
234,0.09399999678134918
235,0.10000000149011612
236,0.10400000214576721
237,0.10899999737739563
238,0.11514410376548767
239,0.11999999731779099
