,imageProjection
0,0.032999999821186066
1,0.026000000536441803
2,0.02500000037252903
3,0.022837406024336815
4,0.024000000208616257
5,0.023000000044703484
6,0.02800000086426735
7,0.023000000044703484
8,0.019999999552965164
9,0.017999999225139618
10,0.0
11,0.02199999988079071
12,0.024000000208616257
13,0.020999999716877937
14,0.017999999225139618
15,0.024000000208616257
16,0.023000000044703484
17,0.020999999716877937
18,0.029999999329447746
19,0.023000000044703484
20,0.0
21,0.0
22,0.019999999552965164
23,0.0
24,0.02500000037252903
25,0.020999999716877937
26,0.026000000536441803
27,0.023000000044703484
28,0.0
29,0.023000000044703484
30,0.01899999938905239
31,0.023000000044703484
32,0.019720837473869324
33,0.027000000700354576
34,0.023000000044703484
35,0.020999999716877937
36,0.019999999552965164
37,0.02199999988079071
38,0.019999999552965164
39,0.020999999716877937
40,0.02199999988079071
41,0.023000000044703484
42,0.01899999938905239
43,0.01899999938905239
44,0.02199999988079071
45,0.01899999938905239
46,0.02199999988079071
47,0.019999999552965164
48,0.01938953995704651
49,0.017999999225139618
50,0.017999999225139618
51,0.023000000044703484
52,0.017999999225139618
53,0.017999999225139618
54,0.02800000086426735
55,0.027000000700354576
56,0.01899999938905239
57,0.020999999716877937
58,0.02500000037252903
59,0.04800000041723251
60,0.023000000044703484
61,0.020999999716877937
62,0.028999999165534973
63,0.019999999552965164
64,0.032999999821186066
65,0.01443636603653431
66,0.019999999552965164
67,0.026000000536441803
68,0.019999999552965164
69,0.021541375666856766
70,0.024000000208616257
71,0.017000000923871994
72,0.020999999716877937
73,0.027000000700354576
74,0.028999999165534973
75,0.019999999552965164
76,0.017999999225139618
77,0.026000000536441803
78,0.01899999938905239
79,0.02199999988079071
80,0.023000000044703484
81,0.023000000044703484
82,0.020999999716877937
83,0.02199999988079071
84,0.02800000086426735
85,0.020999999716877937
86,0.01899999938905239
87,0.017999999225139618
88,0.027000000700354576
89,0.02199999988079071
90,0.01899999938905239
91,0.01899999938905239
92,0.01899999938905239
93,0.024000000208616257
94,0.0
95,0.023000000044703484
96,0.01899999938905239
97,0.019999999552965164
98,0.01899999938905239
99,0.0
100,0.029999999329447746
101,0.03200000151991844
102,0.019999999552965164
103,0.027000000700354576
104,0.019999999552965164
105,0.019999999552965164
106,0.024000000208616257
107,0.027000000700354576
108,0.020999999716877937
109,0.026000000536441803
110,0.03200000151991844
111,0.04600000008940697
112,0.02199999988079071
113,0.024000000208616257
114,0.027000000700354576
115,0.01899999938905239
116,0.019999999552965164
117,0.029999999329447746
118,0.019999999552965164
119,0.0
120,0.02199999988079071
121,0.02199999988079071
122,0.01899999938905239
123,0.01899999938905239
124,0.024000000208616257
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.054999999701976776
132,0.09600000083446503
133,0.0
134,0.0
135,0.0
136,0.10700000077486038
137,0.0
138,0.0949999988079071
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.07400000095367432
149,0.014999999664723873
150,0.03099999949336052
151,0.020999999716877937
152,0.01899999938905239
153,0.026000000536441803
154,0.026000000536441803
155,0.027000000700354576
156,0.0
157,0.05400000140070915
158,0.02800000086426735
159,0.03099999949336052
160,0.02500000037252903
161,0.024000000208616257
162,0.023000000044703484
163,0.03999999910593033
164,0.0
165,0.017999999225139618
166,0.02320924587547779
167,0.03099999949336052
168,0.017000000923871994
169,0.0
170,0.020999999716877937
171,0.0
172,0.017999999225139618
173,0.035999998450279236
174,0.021804440766572952
175,0.019999999552965164
176,0.023000000044703484
177,0.019999999552965164
178,0.01899999938905239
179,0.0
180,0.01899999938905239
181,0.01899999938905239
182,0.023000000044703484
183,0.0
184,0.024000000208616257
185,0.02018497884273529
186,0.02500000037252903
187,0.02500000037252903
188,0.0
189,0.03200000151991844
190,0.03099999949336052
191,0.02199999988079071
192,0.017000000923871994
193,0.026000000536441803
194,0.019999999552965164
195,0.01833491586148739
196,0.0
197,0.02500000037252903
198,0.017999999225139618
199,0.024000000208616257
200,0.020999999716877937
201,0.0
202,0.0
203,0.023000000044703484
204,0.026000000536441803
205,0.02500000037252903
206,0.014999999664723873
207,0.01600000075995922
208,0.0
209,0.024000000208616257
210,0.017999999225139618
211,0.0
212,0.0
213,0.02800000086426735
214,0.014999999664723873
215,0.017000000923871994
216,0.0
217,0.02199999988079071
218,0.02500000037252903
219,0.02500000037252903
220,0.019999999552965164
221,0.019999999552965164
222,0.02199999988079071
223,0.01899999938905239
224,0.026000000536441803
225,0.0
226,0.02445048838853836
227,0.026000000536441803
228,0.01899999938905239
229,0.026000000536441803
230,0.0
231,0.02500000037252903
232,0.023000000044703484
233,0.024000000208616257
234,0.023000000044703484
235,0.0
236,0.0
237,0.0
238,0.07699999958276749
239,0.015539508312940598
240,0.024000000208616257
241,0.020999999716877937
242,0.020999999716877937
243,0.0
244,0.023000000044703484
245,0.024000000208616257
246,0.03099999949336052
247,0.014000000432133675
248,0.02199999988079071
249,0.017999999225139618
250,0.0
251,0.017000000923871994
252,0.023000000044703484
253,0.017000000923871994
254,0.02199999988079071
255,0.019999999552965164
256,0.01899999938905239
257,0.0
258,0.019999999552965164
259,0.01600000075995922
260,0.01600000075995922
261,0.0
262,0.02800000086426735
263,0.02199999988079071
264,0.019999999552965164
265,0.020999999716877937
266,0.03099999949336052
267,0.0
268,0.0
269,0.024000000208616257
270,0.018611092120409012
271,0.0
272,0.01899999938905239
273,0.019999999552965164
274,0.0
275,0.01899999938905239
276,0.017000000923871994
277,0.0
278,0.020999999716877937
279,0.0
280,0.017090599983930588
281,0.0
282,0.020999999716877937
283,0.014999999664723873
284,0.01899999938905239
285,0.024000000208616257
286,0.02199999988079071
287,0.0
288,0.026000000536441803
289,0.028999999165534973
290,0.0
291,0.023000000044703484
292,0.014000000432133675
293,0.0
294,0.01600000075995922
295,0.0
296,0.0
297,0.020999999716877937
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.03799999877810478
314,0.0
315,0.0
316,0.0
317,0.04399999976158142
318,0.08399999886751175
319,0.0
320,0.0
321,0.0
322,0.0
323,0.03700000047683716
324,0.024000000208616257
325,0.0
326,0.0
327,0.0
328,0.0
329,0.023000000044703484
330,0.027000000700354576
331,0.0
332,0.017000000923871994
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0010000000474974513
338,0.02199999988079071
339,0.0
340,0.0
341,0.0
342,0.09799999743700027
343,0.0
344,0.019670795649290085
345,0.0
346,0.032999999821186066
347,0.0
348,0.019991733133792877
349,0.017000000923871994
350,0.029999999329447746
351,0.020999999716877937
352,0.029999999329447746
353,0.03400000184774399
354,0.0
355,0.019999999552965164
356,0.019999999552965164
357,0.028999999165534973
358,0.0
359,0.024000000208616257
360,0.02199999988079071
361,0.0
362,0.02199999988079071
363,0.009999999776482582
364,0.03999999910593033
365,0.019999999552965164
366,0.02800000086426735
367,0.02199999988079071
368,0.0
369,0.0
370,0.02199999988079071
371,0.02199999988079071
372,0.014999999664723873
373,0.017999999225139618
374,0.020999999716877937
375,0.020999999716877937
376,0.024000000208616257
377,0.03200000151991844
378,0.026000000536441803
379,0.02500000037252903
380,0.0
381,0.02500000037252903
382,0.019999999552965164
383,0.024000000208616257
384,0.014999999664723873
385,0.014000000432133675
386,0.0
387,0.02500000037252903
388,0.020999999716877937
389,0.017000000923871994
390,0.0
391,0.014999999664723873
392,0.014000000432133675
393,0.017000000923871994
394,0.017999999225139618
395,0.02500000037252903
396,0.02199999988079071
397,0.02800000086426735
398,0.02800000086426735
399,0.0
400,0.014999999664723873
401,0.014000000432133675
402,0.019999999552965164
403,0.017999999225139618
404,0.02199999988079071
405,0.0
406,0.017999999225139618
407,0.029999999329447746
408,0.024000000208616257
409,0.020999999716877937
410,0.020118428394198418
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.014999999664723873
417,0.01899999938905239
418,0.02199999988079071
419,0.01899999938905239
420,0.014999999664723873
421,0.0
422,0.019999999552965164
423,0.024000000208616257
424,0.01600000075995922
425,0.0
426,0.01600000075995922
427,0.01600000075995922
428,0.024000000208616257
429,0.01600000075995922
430,0.019999999552965164
431,0.0
432,0.019999999552965164
433,0.0
434,0.0175704974681139
435,0.02199999988079071
436,0.017999999225139618
437,0.029999999329447746
438,0.0
439,0.023000000044703484
440,0.02500000037252903
441,0.023000000044703484
442,0.02500000037252903
443,0.0
444,0.01600000075995922
445,0.0
446,0.024000000208616257
447,0.0
448,0.027000000700354576
449,0.02199999988079071
450,0.02199999988079071
451,0.019999999552965164
452,0.0
453,0.024000000208616257
454,0.01899999938905239
455,0.02800000086426735
456,0.0
457,0.02500000037252903
458,0.020999999716877937
459,0.020999999716877937
460,0.0
461,0.022860225290060043
462,0.017000000923871994
463,0.017999999225139618
464,0.02199999988079071
465,0.02199999988079071
466,0.024000000208616257
467,0.020999999716877937
468,0.02199999988079071
469,0.0
470,0.01899999938905239
471,0.02199999988079071
472,0.026000000536441803
473,0.01600000075995922
474,0.0
475,0.02199999988079071
476,0.019999999552965164
477,0.0
478,0.041999999433755875
479,0.019999999552965164
480,0.027000000700354576
481,0.024000000208616257
482,0.0
483,0.023000000044703484
484,0.019999999552965164
485,0.027000000700354576
486,0.04567546024918556
487,0.0
488,0.0
489,0.028999999165534973
490,0.02800000086426735
491,0.019963141530752182
492,0.0
493,0.02500000037252903
494,0.02199999988079071
495,0.027784254401922226
496,0.029472993686795235
497,0.026069147512316704
498,0.020999999716877937
499,0.01899999938905239
500,0.027000000700354576
501,0.021659234538674355
502,0.020999999716877937
503,0.0
504,0.01899999938905239
505,0.0
506,0.023000000044703484
507,0.0
508,0.02500000037252903
509,0.023656627163290977
510,0.017999999225139618
511,0.017000000923871994
512,0.0
513,0.0
514,0.0
515,0.013000000268220901
516,0.09300000220537186
517,0.03799999877810478
518,0.019999999552965164
519,0.026000000536441803
520,0.0
521,0.027000000700354576
522,0.031674470752477646
523,0.017999999225139618
524,0.017999999225139618
525,0.026000000536441803
526,0.011822777800261974
527,0.01899999938905239
528,0.024000000208616257
529,0.014999999664723873
530,0.029999999329447746
531,0.0
532,0.04030292108654976
533,0.02199999988079071
534,0.024000000208616257
535,0.020999999716877937
536,0.027000000700354576
537,0.0
538,0.00012892999802716076
539,0.027000000700354576
540,0.0
541,0.020999999716877937
542,0.017000000923871994
543,0.02199999988079071
544,0.019551677629351616
545,0.0
546,0.02500000037252903
547,0.029999999329447746
548,0.0
549,0.025273671373724937
550,0.050999999046325684
551,0.032999999821186066
552,0.0
553,0.04100000113248825
554,0.0
555,0.020999999716877937
556,0.03400000184774399
557,0.020999999716877937
558,0.0
559,0.01600000075995922
560,0.027000000700354576
561,0.004000000189989805
562,0.019999999552965164
563,0.02500000037252903
564,0.023000000044703484
565,0.020999999716877937
566,0.02500000037252903
567,0.009999999776482582
568,0.01600000075995922
569,0.024000000208616257
570,0.017000000923871994
571,0.014999999664723873
572,0.024000000208616257
573,0.017000000923871994
574,0.017000000923871994
575,0.0
576,0.0
577,0.020999999716877937
578,0.017999999225139618
579,0.019999999552965164
580,0.0
581,0.020297909155488014
582,0.02500000037252903
583,0.014999999664723873
584,0.03099999949336052
585,0.0
586,0.020999999716877937
587,0.020114529877901077
588,0.020999999716877937
589,0.014000000432133675
590,0.019999999552965164
591,0.08299999684095383
592,0.03799999877810478
593,0.019999999552965164
594,0.02199999988079071
595,0.020999999716877937
596,0.0
597,0.020999999716877937
598,0.02500000037252903
599,0.014999999664723873
600,0.023000000044703484
601,0.02199999988079071
602,0.023000000044703484
603,0.024000000208616257
604,0.025081703439354897
605,0.03200000151991844
606,0.028999999165534973
607,0.01600000075995922
608,0.03099999949336052
609,0.019999999552965164
610,0.012000000104308128
611,0.016016218811273575
612,0.0
613,0.0
614,0.0
615,0.0
616,0.03099999949336052
617,0.0
618,0.017000000923871994
619,0.01899999938905239
620,0.01600000075995922
621,0.019999999552965164
622,0.03321537375450134
623,0.017893429845571518
624,0.027000000700354576
625,0.0
626,0.014999999664723873
627,0.023000000044703484
628,0.0
629,0.019999999552965164
630,0.0
631,0.03099999949336052
632,0.02199999988079071
633,0.014999999664723873
634,0.01899999938905239
635,0.017999999225139618
636,0.026000000536441803
637,0.01899999938905239
638,0.027000000700354576
639,0.017999999225139618
640,0.014999999664723873
641,0.004999999888241291
642,0.0
643,0.020999999716877937
644,0.029999999329447746
645,0.017000000923871994
646,0.0
647,0.019999999552965164
648,0.017000000923871994
649,0.015443425625562668
650,0.0
651,0.035999998450279236
652,0.027000000700354576
653,0.0
654,0.02800000086426735
655,0.017999999225139618
656,0.02199999988079071
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.013000000268220901
665,0.0
666,0.0
667,0.09700000286102295
668,0.09700000286102295
669,0.0
670,0.017531199380755424
671,0.0171640757471323
672,0.027000000700354576
673,0.023000000044703484
674,0.024000000208616257
675,0.03099999949336052
676,0.0
677,0.09000000357627869
678,0.019999999552965164
679,0.014000000432133675
680,0.014000000432133675
681,0.027000000700354576
682,0.01600000075995922
683,0.017000000923871994
684,0.009999999776482582
685,0.020999999716877937
686,0.01910039782524109
687,0.03200000151991844
688,0.0
689,0.01600000075995922
690,0.026000000536441803
691,0.02800000086426735
692,0.01899999938905239
693,0.029999999329447746
694,0.02740500122308731
695,0.014999999664723873
696,0.0
697,0.0
698,0.032999999821186066
699,0.014000000432133675
700,0.019999999552965164
701,0.0
702,0.0
703,0.020999999716877937
704,0.019999999552965164
705,0.028999999165534973
706,0.0
707,0.02800000086426735
708,0.027000000700354576
709,0.01600000075995922
710,0.017999999225139618
711,0.012000000104308128
712,0.0
713,0.01600000075995922
714,0.02800000086426735
715,0.0
716,0.01600000075995922
717,0.014000000432133675
718,0.019999999552965164
719,0.023000000044703484
720,0.0020000000949949026
721,0.04600000008940697
722,0.023000000044703484
723,0.019999999552965164
724,0.0
725,0.017000000923871994
726,0.01899999938905239
727,0.0
728,0.017000000923871994
729,0.028999999165534973
730,0.01600000075995922
731,0.01600000075995922
732,0.017999999225139618
733,0.025561725720763206
734,0.014999999664723873
735,0.02500000037252903
736,0.01899999938905239
737,0.0
738,0.0
739,0.01899999938905239
740,0.03099999949336052
741,0.019999999552965164
742,0.017999999225139618
743,0.02199999988079071
744,0.014999999664723873
745,0.026000000536441803
746,0.029999999329447746
747,0.019999999552965164
748,0.01899999938905239
749,0.0
750,0.013000000268220901
751,0.03947789967060089
752,0.02500000037252903
753,0.02199999988079071
754,0.0
755,0.020141182467341423
756,0.027000000700354576
757,0.010999999940395355
758,0.013000000268220901
759,0.01899999938905239
760,0.024000000208616257
761,0.01899999938905239
762,0.024000000208616257
763,0.0
764,0.0
765,0.0
766,0.013000000268220901
767,0.0
768,0.0
769,0.05700000002980232
