,x,y,z
0,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
1,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
2,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
3,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
4,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
5,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
6,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
7,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
8,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
9,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
10,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
11,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
12,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
13,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
14,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
15,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
16,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
17,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
18,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
19,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
20,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
21,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
22,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
23,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
24,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
25,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
26,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
27,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
28,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
29,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
30,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
31,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
32,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
33,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
34,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
35,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
36,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
37,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
38,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
39,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
40,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
41,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
42,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
43,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
44,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
45,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
46,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
47,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
48,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
49,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
50,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
51,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
52,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
53,-0.01582418940961361,0.009815330617129803,-1.7003041505813599
54,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
55,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
56,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
57,-0.01582418940961361,0.009815330617129803,-1.7003041505813599
58,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
59,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
60,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
61,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
62,-0.01582418940961361,0.009815330617129803,-1.7003041505813599
63,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
64,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
65,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
66,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
67,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
68,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
69,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
70,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
71,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
72,-0.01582418940961361,0.009815330617129803,-1.7003041505813599
73,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
74,-0.013551603071391582,-0.058581072837114334,-2.3480911254882812
75,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
76,-0.00325020425952971,-0.016046060249209404,-1.8181616067886353
77,-0.010403458029031754,-0.05506129562854767,-2.2170538902282715
78,-0.013551603071391582,-0.058581072837114334,-2.3480911254882812
79,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
80,0.007052992936223745,-0.03489385172724724,-1.3448272943496704
81,-0.01582418940961361,0.009815330617129803,-1.7003041505813599
82,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
83,-0.013551603071391582,-0.058581072837114334,-2.3480911254882812
84,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
85,-0.0054620411247015,-0.024436533451080322,-2.0301992893218994
86,-0.013551603071391582,-0.058581072837114334,-2.3480911254882812
87,-0.005566856823861599,-0.06152690574526787,-2.7628722190856934
88,0.0037628032732754946,-0.03285926580429077,-1.0240564346313477
89,-0.006433608941733837,-0.013424689881503582,-1.7295275926589966
90,0.001944717369042337,-0.014732946641743183,-1.3833436965942383
